ID;APLICA;Estado;Subaplicación;Funcionalidades;Severidad;Prioridad;Título;Descripción;Descripción PC1;Verificado PC1;Descripción PC2;Verificado PC2;Descripción PC3;Verificado PC3;Descripción P1;Entrada Manual P1;SCT TEST P1;SCT ANTE P1;Resultado Esperado P1;RESULTADO CP;Salida Obtenida P1;Descripción P2;Entrada Manual P2;SCT TEST P2;SCT ANTE P2;Resultado Esperado P2;Salida Obtenida P2;Descripción P3;Entrada Manual P3;SCT TEST P3;SCT ANTE P3;Resultado Esperado P3;Salida Obtenida P3;Comentarios;Dependencias CPs;Items
CPSCM076;CORE;Definición;DISTRIBUIDOR;NAT:.NET.GEN;Mayor;900;NET-21 Servidor IIS (SCT_SLV);Tendremos que haber catalogado en el paquete previamente el proyecto como Servidor IIS. Comprobar que …;;;;;;;;NA;;PRUEBA_NET_IIS;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM077;CORE;Definición;DISTRIBUIDOR;NAT:.NET.GEN;Mayor;900;NET-31 Click-once IIS (SCT_CLIC);Aplicaciones Click once iis, se despliegan en un servidor iis, se catalogan como tal en el formulario de paquete ;"Catalogar la aplicación como ""Aplicaciones Click once iis"" en el formulario del paquete.";;;;;;Distribución de la aplicación.;NA;;PRUEBA_NET_CLICKONCE_IIS;"Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Comprobar que se despliega en un servidor iis.";;;;;;;;;;;;;;;;;Automático
CPSCM078;CORE;Definición;DISTRIBUIDOR;NAT:.NET.GEN;Mayor;900;NET-41 Click-once IBM HTTP Server -apache - (SCT_CTA);Esta subaplicacion tiene que estar definida dentro de las subaplicaciones Java en el formulario de infraestructura y en el catalogo de paquete como click-once apache.;"Catalogar la aplicación como ""Java"" en el formulario de infraestructura.";;"Catalogar la aplicación como ""Click-once apache"" en el catálogo de paquete.";;;;Distribución de la aplicación.;NA;;PRUEBA_NET_CLICKONE_APACHE;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM079;CORE;Definición;DISTRIBUIDOR;NAT:.NET.GEN;Mayor;900;NET-51 Contenido Estatico (SCT_CLIC);;;;;;;;;;;;;;;;;;;;;;;;;;;;;Automático
CPSCM080;CORE;Definición;DISTRIBUIDOR;NAT:.NET.GEN;Mayor;900;NET-61 Cliente R:;Esta subaplicación se catalogará en el formulario de paquete como cliente R y luego se comprobará que efectivamente se deja en el servidor de la R en su cam correspondiente.;"Catalogar la aplicación como ""Cliente R"" en el formulario de paquete.";;;;;;Distribución de la aplicación;NA;;PRUEBA_NET_DISTRIBUCIONR;"Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Comprobar que efectivamente se deja en el servidor de la R en su cam correspondiente.";;;;;;;;;;;;;;;;;Automático
CPSCM081;CORE;Definición;DISTRIBUIDOR;NAT:.NET.GEN;Mayor;900;NET-71 Cliente R:/Sucursales (SCTRSUC);Esta subaplicación se catalogará en el formulario de paquete como cliente R y luego se comprobará que efectivamente se deja en el servidor de la R en su cam correspondiente.;"Catalogar la aplicación como ""Cliente R"" en el formulario de paquete.";;;;;;Distribución de la aplicación;NA;;PRUEBA_NET_DISTRIBUCIONR;"Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Comprobar que efectivamente se deja en el servidor de la R en su cam correspondiente.";;;;;;;;;;;;;;;;;Automático
CPSCM082;CORE;Definición;DISTRIBUIDOR;NAT:.NET.GEN;Mayor;900;NET-81 Pase .NET usando app. Pública (SCGDOCU);Se selecciona para una subaplicación .net una aplicación pública que se compilará en la distribución. ;Seleccionar una aplicación pública para una subaplicación .NET.;;;;;;Distribución de la aplicación;NA;;;"Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Comprobar que se compila en la distribución.";;;;;;;;;;;;;;;;;Automático
CPSCM083;CORE;Definición;DISTRIBUIDOR;NAT:.NET.GEN;Mayor;900;NET-91 Rápido;Pase rápido.;El pase debe ser RÁPIDO.;;;;;;Distribución de la aplicación;NA;;PRUEBA_NET_RAPIDO;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM084;CORE;Definición;DISTRIBUIDOR;NAT:.NET.GEN;Mayor;900;NET-101 Correctivo;Pase correctivo.;El pase debe ser CORRECTIVO.;;;;;;Distribución de la aplicación;NA;;PRUEBA_NET_CORREC;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM085;CORE;Definición;DISTRIBUIDOR;NAT:.NET.GEN;Mayor;900;NET-111 Emergencia;Pase de Emergencia.;El pase debe ser de EMERGENCIA.;;;;;;Distribución de la aplicación;NA;;PRUEBA_NET_EMER;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM086;CORE;Definición;DISTRIBUIDOR;NAT:.NET.GEN;Mayor;900;NET-121 Prueba acceso links;Comprobar que en los pases se acceden a todos los links de la derecha correctamente. Especialmente la foto de la infraestructura en el momento del pase.;Pases ejecutados y logs disponibles en el Monitor de Pases.;;;;;;Acceder LOGS de pases ejecutados.;NA;;;Pase finalizado correctamente o no. Independientemente del resultado del pase se debe verificar y comprobar que en los pases se acceden a todos los links de la derecha correctamente. Especialmente la foto de la infraestructura en el momento del pase.;;;;;;;;;;;;;;;;;Automático
CPSCM087;;Definición;DISTRIBUIDOR;NAT:ORACLE;Mayor;900;ORA-01 Distribución a un usuario sin privilegio (TEST).;"Distribución a un usuario sin privilegio.
Probado con wtsct2 a TES9 (El formulario de infraestructura está incorrecto y pone que wtsct2 es owner aunque realmente no lo es).
Como norma general habrá que incluir una validación previa a la invocación a Oracle para que se creen o modifiquen los PLs etc…, únicamente si el usuario tiene esos grant o privilegios asignados.";Probado con wtsct2 a TES9 (El formulario de infraestructura está incorrecto y pone que wtsct2 es owner aunque realmente no lo es).;;Como norma general habrá que incluir una validación previa a la invocación a Oracle para que se creen o modifiquen los PLs etc…, únicamente si el usuario tiene esos grant o privilegios asignados.;;;;Distribución de la aplicación;NA;;;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM088;CORE;Disponible;DISTRIBUIDOR;NAT:ORACLE;Mayor;900;ORA-02 Distribución a un esquema de una BBDD RED INTERNA;Distribución a un esquema de una BBDD RED INTERNA;;;;;;;Distribución de la aplicación TEST;NA;SCT.N-000234 PRUEBA_ORACLE_01;;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;Correcto;\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\Log Pase (N_TEST0000025880).mht;;;;;;;;;;;;;No tiene sentido probar más distribuciones a ANTE/PROD porque la configuración de servidores en SCM_TEST es la misma.;;Automático
CPSCM089;CORE;Definición;DISTRIBUIDOR;NAT:ORACLE;Mayor;900;ORA-03 Distribución a un esquema de una BBDD INTERNET (T/A/P);Distribución a un esquema de una BBDD INTERNET en los entornos T/A/P;;;;;;;Distribución de la aplicación;NA;;;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM090;;Definición;DISTRIBUIDOR;NAT:ORACLE;Mayor;900;ORA-04 Distribución a dos esquemas de una misma BBDD (T/A);Distribución a dos esquemas de una misma BBDD en los entornos T/A;;;;;;;Distribución de la aplicación;NA;;;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM091;;Disponible;DISTRIBUIDOR;NAT:ORACLE;Mayor;900;ORA-05 Distribución a varias BBDD (T/A/P);Distribución a varias BBDD en los entornos T/A/P;;;;;;;Distribución de la aplicación;NA;;;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM092;CORE;Disponible;DISTRIBUIDOR;NAT:ORACLE;Mayor;900;ORA-06 Distribución del contenido de una carpeta a varias BBDD (T/A/P);Distribución del contenido de una carpeta a varias BBDD en los entornos T/A/P;;;;;;;Distribución de la aplicación;NA;SCT.N-000234 PRUEBA_ORACLE_01;;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM093;CORE;Definición;DISTRIBUIDOR;NAT:ORACLE;Mayor;900;ORA-07 Distribución del contenido de varias carpetas a una BBDD (T/A/P);"Distribución del contenido de varias carpetas a una BBDD en los entornos T/A/P.

Distribuye también el contenido de sus carpetas hijas, si los elementos existen en el paquete, claro.

La distribución es recursiva. Se genera backup del pase, de todas las BBDD a las que se distribuye en los tres entornos.Por seguir filosofía con resto de naturalezas el backup sólo debe hacerse en los pases a PROD. Y además si el backup falla sólo se debe continuar si el campo seguir sin backup está a sí.";;;;;;;Distribución de la aplicación;NA;;;"Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.

Comprobar la distribución del contenido de sus carpetas hijas, si los elementos existen en el paquete, claro.
Comprobar la generación de backup del pase para todas las BBDD a las que se distribuye en los tres entornos.
Por seguir filosofía con resto de naturalezas el backup sólo debe hacerse en los pases a PROD. Y además si el backup falla sólo se debe continuar si el campo seguir sin backup está a sí.";;;;;;;;;;;;;;;;;Automático
CPSCM094;;Definición;DISTRIBUIDOR;NAT:ORACLE;Mayor;900;ORA-09 Distribución del contenido de una sola carpeta (HIJA) habiendo varias.;Distribución del contenido de una sola carpeta (HIJA) habiendo varias.;;;;;;;Distribución de la aplicación;NA;;;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM095;CORE;Definición;DISTRIBUIDOR;NAT:ORACLE;Mayor;900;ORA-10 Distribución conteniendo elementos válidos e inválidos a una BBDD (TEST);"Distribución conteniendo elementos válidos e inválidos a una BBDD.
Distribuye todo el contenido que se despliega sea válido o inválido en TEST.";;;;;;;Distribución de la aplicación;NA;;;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM096;;Definición;DISTRIBUIDOR;NAT:ORACLE;Mayor;900;ORA-11 Distribución conteniendo elementos válidos e inválidos a varias BBDD.;Distribuye todo el contenido que se despliega sea válido o inválido en TEST a la primera BBDD y después da el error con lo que no distribuye nada a la segunda BBDD. Esto ocurre porque Oracle se compila ya arriba, en BBDD y no se puede recoger el error de compilación hasta que haya una distribución. Después del error ya se detiene la distribución y  posibles distribuciones pendientes.;;;;;;;Distribución de la aplicación;NA;;;"Pase finalizado con errores. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Distribuye todo el contenido que se despliega sea válido o inválido en TEST a la primera BBDD y después da el error con lo que no distribuye nada a la segunda BBDD. Esto ocurre porque Oracle se compila ya arriba, en BBDD y no se puede recoger el error de compilación hasta que haya una distribución. Después del error ya se detiene la distribución y  posibles distribuciones pendientes.";;;;;;;;;;;;;;;;;Automático
CPSCM097;CORE;Definición;DISTRIBUIDOR;NAT:ORACLE;Mayor;900;ORA-12 Distribución a PROD conteniendo elementos nuevos, modificados VALID y modificados INVALID. (PROD);"Distribución a PROD conteniendo elementos nuevos, modificados VALID y modificados INVALID.
Al encontrar el elemento INVALID no distribuye nada. Deja las BBDD como estaban antes del pase. Hace los restore de las BBDD. Imagino que es correcto.";;;;;;;Distribución de la aplicación;NA;;;"Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Al encontrar el elemento INVALID no distribuye nada. Deja las BBDD como estaban antes del pase. Hace los restore de las BBDD. Imagino que es correcto.";;;;;;;;;;;;;;;;;Automático
CPSCM098;;Definición;DISTRIBUIDOR;NAT:ORACLE;Mayor;900;ORA-13 Distribución a PROD conteniendo elementos nuevos, modificados VALID y modificados INVALID.desde desarrollo correctivo. (PROD);"Distribución a PROD conteniendo elementos nuevos, modificados VALID y modificados INVALID.desde desarrollo correctivo.
Ya funciona. Esto era lo que le ocurría, que no restauraba nada en realidad:
No restaura los elementos que ya estaban INVALID con la versión anterior al pase VALID y sube el nuevo INVALID.
Debería de hacer lo siguiente:
Al encontrar el elemento INVALID no distribuye nada. Deja las BBDD como estaban antes del pase. Hace los restore de las BBDD. Imagino que es correcto.";;;;;;;Distribución de la aplicación;NA;;;Al encontrar el elemento INVALID no distribuye nada. Deja las BBDD como estaban antes del pase. Hace los restore de las BBDD. Imagino que es correcto.;;;;;;;;;;;;;;;;;Automático
CPSCM099;CORE;Definición;DISTRIBUIDOR;NAT:ORACLE;Mayor;900;ORA-14 Marcha atrás PROD;"Ya funciona. Ocurría los siguiente:
Yendo bien el pase a producción y habiendo realizado correctamente el backup en la subidia a producción falla la marcha atrás. No hay mensaje de error diciendo lo que ocurre realmente, sólo da error.Además hay contenido de un pase anterior para el restaurado.La gente de BBDD me ha confirmado que el usuario vtscm02 tiene privilegios de CREATE/DROP ANY TYPE y CREATE/DROP ANY PROCEDURE tanto en TES9 como en TESA que son las BBDD con las que se prueba.";;;;;;;Distribución de la aplicación;NA;;;"Ya funciona. Ocurría los siguiente:
Yendo bien el pase a producción y habiendo realizado correctamente el backup en la subidia a producción falla la marcha atrás. No hay mensaje de error diciendo lo que ocurre realmente, sólo da error.Además hay contenido de un pase anterior para el restaurado.La gente de BBDD me ha confirmado que el usuario vtscm02 tiene privilegios de CREATE/DROP ANY TYPE y CREATE/DROP ANY PROCEDURE tanto en TES9 como en TESA que son las BBDD con las que se prueba.";;;;;;;;;;;;;;;;;Automático
CPSCM100;CORE;Definición;DISTRIBUIDOR;NAT:ORACLE;Mayor;900;ORA-15 Si nos conectamos a un servidor de BBDD en el que no existe el usuario (TEST);Si nos conectamos a un servidor de BBDD en el que no existe el usuario.;;;;;;;Distribución de la aplicación;NA;;;"Da error ya en la primera conexión o primer sudo para hacer backup.
Antes continúaba así por el código y no es hasta el final donde muestra el error de conexión.";;;;;;;;;;;;;;;;;Automático
CPSCM101;CORE;Definición;DISTRIBUIDOR;NAT:SISTEMA;Mayor;900;SIS-01 Pase a una sola maquina de  elementos inexistentes.;Pase a una sola maquina de  elementos inexistentes.;;;;;;;Distribución de la aplicación;NA;;PRUEBA_SISTEMAS_01;;;;;;;;;;;;;;;;;;Automático
CPSCM102;CORE;Definición;DISTRIBUIDOR;NAT:SISTEMA;Mayor;900;SIS-02 Pase a un grupo de maquinas de elementos inexistentes.;Pase a un grupo de maquinas de elementos inexistentes.;;;;;;;Distribución de la aplicación;NA;;PRUEBA_SISTEMAS_01;;;;;;;;;;;;;;;;;;Automático
CPSCM103;CORE;Definición;DISTRIBUIDOR;NAT:SISTEMA;Mayor;900;SIS-03 Pases a una sola maquina de elementos existentes , manteniendo la herencia de permisos de ficheros. ;Pases a una sola maquina de elementos existentes , manteniendo la herencia de permisos de ficheros. Comprobar que se hace copia de lo que hay antes (backup);;;;;;;Distribución de la aplicación;NA;;PRUEBA_SISTEMAS_02;"Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Comprobar que se hace copia de lo que hay antes (backup).";;;;;;;;;;;;;;;;;Automático
CPSCM104;CORE;Definición;DISTRIBUIDOR;NAT:SISTEMA;Mayor;900;SIS-04 Pases a una sola maquina de elementos existente , aplicando la herencia de permisos de ficheros.;Pases a una sola maquina de elementos existente , aplicando la herencia de permisos de ficheros.;;;;;;;Distribución de la aplicación;NA;;PRUEBA_SISTEMAS_02;"Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Comprobar que se hace copia de lo que hay antes (backup).";;;;;;;;;;;;;;;;;Automático
CPSCM105;CORE;Definición;DISTRIBUIDOR;NAT:SISTEMA;Mayor;900;SIS-05 Pases a un grupo de máquinas de elementos existente manteniendo la herencia de permisos de ficheros. ;Pases a un grupo de máquinas de elementos existente manteniendo la herencia de permisos de ficheros. Comprobar que se hace copia de lo que hay antes (backup).;;;;;;;Distribución de la aplicación;NA;;PRUEBA_SISTEMAS_02;"Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Comprobar que se hace copia de lo que hay antes (backup).";;;;;;;;;;;;;;;;;Automático
CPSCM106;CORE;Definición;DISTRIBUIDOR;NAT:SISTEMA;Mayor;900;SIS-06 Pases a un grupo máquinas de elementos existente , aplicando la herencia de permisos de ficheros.;Pases a un grupo máquinas de elementos existente , aplicando la herencia de permisos de ficheros.Comprobar que se hace copia de lo que hay antes (backup);;;;;;;Distribución de la aplicación;NA;;PRUEBA_SISTEMAS_02;"Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Comprobar que se hace copia de lo que hay antes (backup).";;;;;;;;;;;;;;;;;Automático
CPSCM107;CORE;Definición;DISTRIBUIDOR;NAT:SISTEMA;Mayor;900;SIS-07 Pases a una sola maquina de elementos inexistente , manteniendo la herencia de permisos de ficheros.;Pases a una sola maquina de elementos inexistente , manteniendo la herencia de permisos de ficheros.;;;;;;;Distribución de la aplicación;NA;;PRUEBA_SISTEMAS_01;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM108;CORE;Definición;DISTRIBUIDOR;NAT:SISTEMA;Mayor;900;SIS-08 Pases a una sola maquina de elementos inexistente , aplicando la herencia de permisos de ficheros.;Pases a una sola maquina de elementos inexistente , aplicando la herencia de permisos de ficheros.;;;;;;;Distribución de la aplicación;NA;;PRUEBA_SISTEMAS_01;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM109;CORE;Definición;DISTRIBUIDOR;NAT:SISTEMA;Mayor;900;SIS-09 Pases a un grupo de máquinas de elementos inexistente , manteniendo la herencia de permisos de ficheros.;Pases a un grupo de máquinas de elementos inexistente , manteniendo la herencia de permisos de ficheros.;;;;;;;Distribución de la aplicación;NA;;PRUEBA_SISTEMAS_01;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM110;CORE;Definición;DISTRIBUIDOR;NAT:SISTEMA;Mayor;900;SIS-10 Pases a un grupo máquinas de elementos inexistente , aplicando la herencia de permisos de ficheros.;Pases a un grupo máquinas de elementos inexistente , aplicando la herencia de permisos de ficheros.;;;;;;;Distribución de la aplicación;NA;;PRUEBA_SISTEMAS_02;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM111;CORE;Disponible;DISTRIBUIDOR;NAT:REPORTING SERVICES;Mayor;900;RS-01 Esta prueba consistirá en la distribución de elementos/informes de reporting services. ;Esta prueba consistirá en la distribución de elementos/informes de reporting services. Hay que comprobar que se suben o actualizan correctamente los informes en el servidor oportuno.;;;;;;;Distribución de la aplicación a ANTE;NA;SCT.N-000230 Reporting Services 2005;PRUEBA_RS_01;"Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
 Hay que comprobar que se suben o actualizan correctamente los informes en el servidor oportuno.";Correcto;\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\Log Pase (N_TEST0000025867).mht;;;;;;;;;;;;;;;Automático
CPSCM112;CORE;Disponible;DISTRIBUIDOR;NAT:REPORTING SERVICES;Mayor;900;RS-02 Consiste en definir un nuevo datasource nuevo y comprobar que da un warning indicando las solicitudes pendientes a arquitecturas;Consiste en definir un nuevo datasource nuevo y comprobar que da un warning indicando las solicitudes pendientes a arquitecturas…el pase debe acabar correctamente, pero el informe no funcionará hasta no actualizar el datasource.;;;;;;;Distribución de la aplicación;NA;SCT.N-000277 PRUEBA_RS_NORMAL_02;PRUEBA_RS_02;"Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
comprobar que da un warning indicando las solicitudes pendientes a arquitecturas…el pase debe acabar correctamente, pero el informe no funcionará hasta no actualizar el datasource.";Correcto;\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\Log Pase (N_TEST0000025865).mht;;;;;;;;;;;;;"Se revisa el log y aparecen los avisos de solicitudes pendientes a Arquitectura:
""ATENCION!! No se ha actualizado el Datasource.
Si necesita actualizarlo póngase en contacto con el departamento de ARQUITECTURAS para eliminar la versión anterior.""";;Automático
CPSCM113;CORE;Disponible;DISTRIBUIDOR;NAT:REPORTING SERVICES;Mayor;900;RS-03 Esta prueba consiste en añadir un reporting con un nombre de más 100 caracteres;Esta prueba consiste en añadir un reporting con un nombre de más 100 caracteres, comprobar que no falla el pase.;;;;;;;Distribución de la aplicación;NA;SCT.N-000331 PRUEBA_FICH_RS_NORMAL_01(nombres largos);PRUEBA_RS_03;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;Correcto;\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\Log Pase (N_TEST0000025868).mht;;;;;;;;;;;;;"Se revisa el log y se comprueba que se ha realizado el pase correctamente con un nombre de informe de 101 caracteres.
Se ha repetido la prueba con diversos valores hasta identificar el límite de 188 caracteres como máximo en el nombre del informe para que no de errores (LOG del pase N.TEST0000025877).
A partir de ese valor, los pases fallan (LOG del pase N.TEST0000025876)";;Automático
CPSCM114;CORE;Disponible;DISTRIBUIDOR;NAT:REPORTING SERVICES;Mayor;900;RS-04 Introducir un informe con errores dentro .;Introducir un informe con errores dentro y comprobar que falla el pase para comprobar que hace efectivamente la validación de los reports.;;;;;;;Distribución de la aplicación;NA;SCT.N-000332 RS Informe con Errores ;PRUEBA_RS_04;Comprobar que falla el pase para comprobar que hace efectivamente la validación de los reports.;Correcto;\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\Log Pase (N_TEST0000025866).mht;;;;;;;;;;;;;"Se revisa el log y se comprueba que el pase ha sido fallado, al realizar la validación se detectan errores en el informe:
""Pase finalizado con error desconocido: mismatched tag 'ReportParameter'
(Rollback no realizado)""";;Automático
CPSCM115;;Definición;DISTRIBUIDOR;INT:CHM;Mayor;900;pase-chm-001 PROMOTE a test de paquete de CHM;El sistema no debe dejar lanzar ningún pase al site de TEST de CHM. Probar con paquetes de ciclo normal y de ciclo estrella. ;"Disponibilidad de paquetes:
* Ciclo Normal
* Ciclo Estrella";;;;;;Distribución de la aplicación;;;;El sistema no debe dejar lanzar ningún pase al site de TEST de CHM. Probar con paquetes de ciclo normal y de ciclo estrella. ;;;;;;;;;;;;;;;;;Automático
CPSCM116;;Definición;DISTRIBUIDOR;INT:CHM;Mayor;900;pase-chm-002 PROMOTE a test de paquete de CHM;El sistema no debe dejar visualizar ningún paquete de CHM para pasar a TEST ni de ciclo normal ni de ciclo de estrella.;"Disponibilidad de paquetes:
* Ciclo Normal
* Ciclo Estrella";;;;;;Distribución de la aplicación;;;;El sistema no debe dejar visualizar ningún paquete de CHM para pasar a TEST ni de ciclo normal ni de ciclo de estrella.;;;;;;;;;;;;;;;;;Automático
CPSCM117;SGP;Definición;DISTRIBUIDOR;INT:CHM;Mayor;900;pase-chm-003 PROMOTE a preproducción en ventana normal de paquete de CHM que esté definido a un solo site de producción. ;"PROMOTE a preproducción en ventana normal de paquete de CHM que esté definido a un solo site de producción. 
(este paquete se utilizará para el caso pase-chm-011).

-  Nombre del paquete:";Se debe crear el paquete primero. El paquete creado se utilizará para el caso pase-chm-011;;;;;;Distribución de la aplicación;;;;"Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
* Comprobar que el paquete ha sido auditado y congelado. No debe verse un paquete que se vaya a promover a ANTE si éste no está en este estado en el site de TEST.  
* Comprobar que un paquete que está solamente auditado y no congelado no puede verse desde baseliner para promocionarlo a PREPRO.";;;;;;;;;;;;;;;;;Automático
